Möte,Dagordningspunkt,Brödtext,Förslagställare,Kommun,Organisation(er),Tid,Vem-taggar,Alla taggar,Rankning,Antal röstande
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att göra forskningen lättillgänglig på olika sätt t.ex poddar, filmer. Skapa fler kommungemensamma dagar där forskning står i fokus. Skapa fler möjligheter för lärare att bedriva aktiv forskning samtidigt som de undervisar.",Ditte O'Connor,Sollentuna kommun,Kommunal skola,2018-11-06 07:43,,dioco_s-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår handledning/kollegialt lärande för att implementera forskning och digitala verktyg i pedagogisk verksamhet. Förslaget är att kontinuerligt ses i grupp för att följa upp lästa forskningsartiklar, tolka dessa och omsätta ny kunskap till metoder/verktyg i klassrummet. I Skolverkets moduler, exempelvis ""Digitala verktyg som stöd för tillgängligt lärande"", kompetensutvecklas arbetslag genom att de läser/ser filmer etc, reflekterar tillsammans, går ut i verksamheten och testar, ses igen för reflektion osv. Vi tror alltså att ett liknande arbetssätt med utgångspunkt i handledning kan underlätta för lärare att tillgodogöra sig ny forskning som kommer dem och eleverna till godo.",Skoldatateket Stockholm,Stockholms kommun,Kommunal huvudman,2018-11-07 15:22,,skoldatateket-stockholm-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att skapa sammanfattningar på  forskning som finns inom olika områden och samla den på lämpligt ställe, både svensk OCH utländsk forskning",Magnus Rönnholm,Storumans kommun,Kommunal skola,2018-11-08 13:08,,magnus_ronnholm-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att lärare ges tid och att skolan erbjuder incitament för lärare att utveckla sin undervisning i relation till tillgänglig forskning. Det finns en uppsjö av sammanfattningar på både svenska och engelska. Självklart tar detta tid att sätta sig in i, samt att fundera på vilka konsekvenser detta skulle få för den egna undervisningen.",Johan Lundin,Göteborgs kommun,Lärosäte Myndighet,2018-11-12 12:21,,johanlundin-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,föreslår att tillgången till forskningen säkras och att möjligheten till kollegialt erfarenhetsutbyte blir ett prioriterat ämne för möten och konferenser.,Ann-Britt Dahl,Färgelanda kommun,Annat företag,2018-11-13 14:24,,ann-britt-dahl-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att forskning kan delas på olika sätt, t.ex. genom ljudinspelning, både inlästa forskningsrapporter och i ""lättsammare"" format som podcasts. Det tillgängliggör forskning för fler och ger lärare möjlighet att ta till sig forskning även i joggingspåret eller bilen.
#TidKort #Skolforskningsinstitutet #Skolverket",Louise Klingstedt,Sollentuna kommun,,2018-10-30 14:37,skolforskningsinstitutet skolverket,tidkort lokli_s-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att rektor ger tid att diskutera, problematisera, kritiskt granska och sedan implementera och pröva forskningsrönen.
#TidMedel #Huvudman #Skolledning",Mars VoteIT,Stockholms kommun,,2018-10-30 11:31,huvudman skolledning,mars-2 tidmedel,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att forskningen tydligt visar på vilka effekter som uppnås i det praktiknära och didaktiska sammanhanget. Att forskningen är relevant för lärare.
#TidMedel #Lärosäten",Mars VoteIT,Stockholms kommun,,2018-10-30 11:32,lärosäten,mars-3 tidmedel,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår skolhuvudman/skolledare  måste ge förutsättningr för att kunna delta i utbildningar kring forskning. Man måste även ge förutsättningar dskutera vidare och testa det i den egna verksamheten.
#TidKort #Huvudman #Skolledning",Jupiter VoteIT,Stockholms kommun,,2018-10-30 11:34,huvudman skolledning,tidkort jupiter-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"Vår grupp föreslår att man skapar en forskningsportal där rman lägger ut delrapporter, forskning och streamade forskningsseminarier
#TidMedel #Universitetskanslersämbetet #Skolverket #regeringen #Vinnova",Jupiter VoteIT,Stockholms kommun,,2018-10-30 11:24,universitetskanslersämbetet vinnova skolverket regeringen,jupiter-1 tidmedel,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 5. Vad krävs för att lärare ska kunna tillgodogöra sig forskning på ett sätt som gör att den pedagogiska verksamheten förbättras?,"föreslår att forskning ska presenteras på ett lättillgängligt sätt, sammanfattande texter, tydlighet, använda olika medier, ex filmer och visualiseringar.
#TidKort #Skolforskningsinstitutet #Skolverket",Mars VoteIT,Stockholms kommun,,2018-10-30 11:27,skolforskningsinstitutet skolverket,tidkort mars-1,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,Den lärarna inte behöver förstå för att dra nytta av den utan som byggs in tekniskt i skolsystemet.,Markus Stoor,Umeå kommun,Lärosäte,2018-10-31 11:54,,markus-stoor-7,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,"föreslår att ämnesdidaktiken får utökad betydelse efter en lång period av kompetensutvecklingsfokus till forskning, svensk såväl som internationell, som gäller för ”hela” utbildningsområdet. Lärande och undervisning har onekligen gemensamma nämnare oavsett elevers ålder och ämnet som berörs, men träffsäkerheten minskar när det siktas på allting samtidigt.",Ingela Bursjöö,Göteborgs kommun,,2018-11-01 07:52,,ingela-bursjoo-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,föreslår didaktisk forskning riktad mot digitala verktyg och metoder i respektive ämne.,Mait Walderlo,Eskilstuna kommun,Lärosäte,2018-11-01 12:46,,mait-walderlo-3,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,"föreslår AI kopplat till bedömning. Att ha en digital assistent som kan hjälpa till att kartlägga elevens kunskaper och kompetenser.
#Skolforskningsinstitutet #Universitet_och_högskolerådet",Anders Erenius,Burlövs kommun,Kommunal huvudman Kommun,2018-11-01 14:08,skolforskningsinstitutet universitet_och_högskolerådet,anders_erenius-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,"föreslår föreslår AI kopplat till bedömning. Att ha en digital assistent som kan hjälpa till att kartlägga elevens kunskaper och kompetenser.
#Lärosäten #Skolforskningsinstitutet",Anders Erenius,Burlövs kommun,Kommunal huvudman Kommun,2018-11-01 14:10,lärosäten skolforskningsinstitutet,anders_erenius-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,föreslår den forskning som visar vilka metoder och digitala resurser som ger ba resultat i elevernas lärande. Forskning som direkt visar att det här är det minsta vi kan göra för att eleverna ska utvecklas på ett bra sätt. Idag kör vi på utan att egentligen veta om det vi gör ger ett bra resultat.,Maria Gulliksson,Örnsköldsviks kommun,Kommunal skola,2018-11-02 11:44,,miag-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,föreslår den forskning som visar vilka metoder och vilka digitala resurser som ger ett bra resultat för elevernas lärande. Dessutom den forskning som visar vad som inte ger bra resultat så att vi inte gör fel saker.,Maria Gulliksson,Örnsköldsviks kommun,Kommunal skola,2018-11-02 11:49,,miag-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,"föreslår att all forskning kring utbildning och lärande är viktig för lärare att ta del av, men i översiktliga former, forskningssammanställningar, kartläggningar osv. Men resultat och samverkan inom olika former av aktionsforskning och learning studies tror jag också på. Ibland behöver vi, precis som vi låter våra elever få träna sina kunskaper, genom att få prova, analysera, utvärdera, göra om och prova igen... då kan exempelvis praktiknära forskning, aktionsforskning, och learning studies, lokalt och regionalt, komma väl till pass tror jag och skapar samtidigt goda möjligheter till olika former av samarbeten. Tänker på att det också redan är ngt som regeringen har genomfört utredningar kring och föreslår (se exempelvis: https://www.regeringen.se/rattsliga-dokument/kommittedirektiv/2017/03/dir.-201727/). Samt så tänker jag bland annat på projekt som ”PiteSkolforsk” (https://www.pitea.se/press/Aktuellt/Invanare/kommun-och-politik/unik-satsning-pa-skolforskning-i-pitea-kommun/) osv. Detta tror jag är forskning som skulle vara till stor nytta för alla, samt bidra till elevernas kunskapsutveckling både generellt och för/ i en digitaliserad skola.
#Regeringen #Lärare",Lilian Hemmingsson,Stockholms kommun,Lärosäte,2018-11-05 17:43,regeringen lärare,lhemmingsson-5,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,"föreslår Fokus på forskning som utgår från pedagogik snarare än teknik. Utan våra ämneskunskaper och kunskaper i pedagogik och didaktik blir tekniken sekundär. Självklart behöver man se på forskning kring digitaliseringen och vad den innebär för elevernas kunskapsutveckling, men fokus på pedagogiken allra först.",Marie Andersson,Gotlands kommun,,2018-11-06 08:59,,marie-andersson-2,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,På vilket sätt AI kan vara ett stöd för lärare och eller lärande.,Maria Nyström,Sollentuna kommun,Kommunal skola,2018-11-09 09:58,,marnyst-4,,
Det öppna rådslaget för handlingsplanens fortsatta arbete,Fråga 6. Vilken forskning skulle lärare ha störst nytta av för att bäst kunna bidra till elevernas kunskapsutveckling i en digitaliserad förskola och skola?,"Didaktisk forskning rörande digitala lärverktyg/processer, design av lärsituationer där digitala verktyg används som såväl lärverktyg som lärobjekt",Håkan Yngvesson,Nässjö kommun,Kommunal skola,2018-11-07 21:25,,hakan-yngvesson-2,,
